ppened to be right.Albright slammed Trump for kissing up to dictators, especially the likes of Kim Jong Un. I think that part of the issue is that President Trump seems to believe that he can have just one-on-one relationships. And maybe that s possible in business, but that is not something that is possible as president of the United States,  she said.  This is not a matter of charming, by saying you re  honored  and he s a  smart cookie.' The former secretary of state has spoken out against Trump and his piss poor excuse for foreign policy from the very beginning of his candidacy. Tuesday s comments come amid rising tensions between the U.S. and North Korea over Pyongyang s weapons program.You can watch Albright s entire interview here:Featured image via video screen capture",News,"May 2, 2017"
 Sean Spicer HILARIOUSLY Branded As Chickensh*t After He Bolts From Briefing (TWEETS) (VIDEO),"Oh, Mr. Spicey. Our favorite press secretary because we love to hate him. His gymnastics around Donald Trump s antics and gaffes (along with his own) are already the stuff of legend, and not in a good way. It makes his relationship with the press acrimonious, and he may well have just about had it with that. Today, he turned chickenshit, tucked his tail between his legs, and ran away from his own press briefing, leaving the White House Press Corps absolutely stunned.Cries of,  Sean! Hey Sean! Seeeeeean! Ah come on, Sean! He walked away!  are among just a few of the loud and disappointed protests coming from a press corps that undoubtedly had a squillion uncomfortable questions for him.Watch below:.@PressSec literally fled press questions today pic.twitter.com/S9uIapiBn4  American Bridge (@American_Bridge) May 2, 2017Near the end of the video, you can hear someone say,  Really?  Yes, really, apparently. And people on Twitter are going at Spicey for being a coward with gleeful abandon:@American_Bridge @PressSec Live feed on sean spicer running out the WH.. pic.twitter.com/wt4J2Q45WE  diane1261 (@diane1261) May 2, 2017@American_Bridge @PressSec pic.twitter.com/pqz03w8WhL  Jas (@barteej) May 2, 2017@American_Bridge @glasgowdick @PressSec @PressSec  Quick, the press are here. Run! Hide!  pic.twitter.com/y2Jib6YrZB  Sean Callaghan (@keanespirit) May 2, 2017@American_Bridge @PressSec Moments before: pic.twitter.com/U2XzJwewlF  Judge Steve Reinhold (@Galileo908) May 2, 2017@American_Bridge @wycam1 @PressSec Maybe Spicey had to GO POTTY ??? pic.twitter.com/KeSHWDnYsM  NY Justice Seeker (@NYJusticeSeeker) May 2, 2017Just in, footage of Sean Spicer at today s presser  pic.twitter.com/BNVX2m9CmA  Tynisa Walker (@Kalarigamerchic) May 2, 2017@American_Bridge @PressSec pic.twitter.com/lClJnDpGBt  L M J (@ViewFrom14thFlr) May 2, 2017@American_Bridge @PressSec Damn Sean. At least do it with a little style. pic.twitter.com/YTB8hEt05Z  Bob Parker (@BobusParkorum) May 2, 2017@American_Bridge @Marengel4 @PressSec I wouldn t put it pass you @seanspicer smh  pic.twitter.com/6K8jCnqKgl   R?G  (@lastbreath8) May 2, 2017@American_Bridge @PressSec pic.twitter.com/6DMtkNi0W9  Allbizness (@TerniValentine) May 2, 2017@American_Bridge @PressSec A coward dies a thousand deaths  pic.twitter.com/X0hCvrpzkn  Erin Larkin Foster (@larkster_Erin) May 2, 2017Live look at Sean Spicer ghosting the WH press pic.twitter.com/W9vmc2Ef4g  Andi Zeisler (@andizeisler) May 2, 2017@JakeTurx The childish nature of this Administration never ceases to amaze me. I honestly wish they would stop. pic.twitter.com/Z7uCwa8aaJ  ACTIndivisible (@ACTIndivisible) May 2, 2017Scaredy Spice @PressSec is too much of a coward to face the free press reps in White House press briefing! @maddow #Spicer #100DaysOfShame pic.twitter.com/xNTmw4xYeQ  Daniel Quinn (@MightyQuinnUSA) May 2, 2017Actual pics of Sean Spicer fleeing the press briefing today pic.twitter.com/NnogAnWC5w  Prubjot Kaur (@prubjotkaur) May 2, 2017Sean Spicer fleeing the WH press corps like pic.twitter.com/S1jns97dfN  Jenn Lerner (@JenniferLerner1) May 2, 2017Poor @seanspicer he s such a huge pussy that @realDonaldTrump is going to be grabbing him all day long. https://t.co/pJ9Ej1TMw1  Pretty Hat Machine? (@PrettyHatMech) May 2, 2017What s the rush? Sean Spicer leaves WH press briefing without fielding questions  https://t.co/U1rd4B6cZ2  All American Girl (@AIIAmericanGirI) May 2, 2017Sean Spicer leaving that press conference was not shocking to me. That looks me putting my kids to bed everynight pic.twitter.com/BHwAJhOYGw  Lulu Chatter (@LuluChatter1) May 2, 2017Sean Spicer leaves White House briefing without taking questions from the press Where s Spicer? pic.twitter.com/afi8EMgIqf  Mangoman (@69mangoman) May 2, 2017Actual footage of Sean Spicer at today s press briefing. pic.twitter.com/2xHZdKhTkm        (@slickvandal) May 2, 2017Some of the media are unhappy with this development, too, and really not afraid to say so. Mother Jones called it  the soundtrack for a presidency.  The Hill said that Spicer  stunned reporters. Market Watch noted that the press was left  volleying questions toward an empty podium: Sean? Sean? Hey, Sean, come on! What about the Putin call, Sean?  The caption under their photo reads,  It just like concluded. The Root had its own take: Perhaps Spicer needed some time to compose the  alternative facts  he knew he d have to present after Salmon-Skin Stalin said Tuesday that the new budget has enough money for a down payment on the wall, and Sen. Patrick Leahy (D-Vt.), the Senate Appropriations Committee s ranking Democratic member, responded on Twitter with,  To be clear, there is NO funding in this bill for ANY kind of down payment on construction of a new border wall. Or, maybe Spicer was nervous about responding to Trump s tweets from earlier Tuesday insisting that the government needed a  good shutdown.' While some blindly loyal Trump supporters are saying that he just owned the press, unfortunately for their narrative and for Spicey here, answering questions he doesn t necessarily like or want to answer is part and parcel of his job. He doesn t get to run away when he doesn t want to talk, or without explaining that his time is getting cut short for something else. Really, Spicer just got owned here.Featured image via screen capture from embedded video",News,"May 2, 2017"
" Plane Passengers Get Into ALL OUT BRAWL, Then One Of Them Shouts ‘AMERICA!’ (VIDEO)","Yet another altercation has erupted on board an airplane. This time it was on board an ANA flight that looks to be returning from Japan, according to the Twitter timeline of the man who took the video.In the video you can see two men in an all-out brawl, fully fist fighting. As of now, there is no known reason why the fight took place, but the instigator seems to shout  America!  and  You think I m crazy? What about the government! The man who took the video, Corey Hour, described the event in a series of tweets: So, 10 minutes before take off a passenger starts a huge fight in his row. I get in between him and flight attendants, but he won t 1v1 me.  Corey Hour (@CoreyHour) May 1, 2017He yells,  You think I m crazy? What about the government!  Then exits the plane. 1.5 hours later and we finally take off. ? jfc  Corey Hour (@CoreyHour) May 1, 2017For the record ANA staff and passengers handled the situation with grace and respect. They did the best they could to diffuse the situation.  Corey Hour (@CoreyHour) May 2, 2017The video ended when I stepped in & confronted the man in the red shirt. I told him to leave and squared up with him, he backed down n left.  Corey Hour (@CoreyHour) May 2, 2017As of now and after speaking with the other passengers the motive for why he did this is still UNKNOWN. None of us have any idea why at all.  Corey Hour (@CoreyHour) May 2, 2017According to LADbible, who published the video, The man in the shirt was subsequently arrested for assault and public intoxication at the airport in Japan.  Seeing as they re both wearing shirts, they likely meant the guy with the torn shirt who was escorted off the plane.What is happening with people right now, more than usual, that they think violence is the answer to all their problems? Who does this? Grow up, already.Watch the crazy brawl break out here:Featured image via video screen capture",News,"May 2, 2017"
 Trump Mocked For Inventing Fake Civil War Battle On His Golf Course – There’s A Plaque And Everything (TWEETS),"Frederick Douglass and Andrew Jackson will be very disappointed in Donald Trump when they learn he fibbed a teensy bit about a Civil War battle he says happened on one of his golf courses. According to a plaque   yes, a plaque   Trump proudly displays at the  Trump National Golf Club in Virginia, the length of the Potomac River that borders his course is called the River of Blood because both Union and Southern soldiers died en masse between the 14th and 15th holes. The  FAILING  New York Times reported in 2015:Between the 14th hole and the 15th tee of one of the club s two courses, Mr. Trump installed a flagpole on a stone pedestal overlooking the Potomac, to which he affixed a plaque purportedly designating  The River of Blood. Many great American soldiers, both of the North and South, died at this spot,  the inscription reads.  The casualties were so great that the water would turn red and thus became known as  The River of Blood. The inscription, beneath his family crest and above Mr. Trump s full name, concludes:  It is my great honor to have preserved this important section of the Potomac River! The site does have historical significance alongside the Bowling Green Massacre, in that its historical significance is completely made up. No. Uh-uh. No way. Nothing like that ever happened there,  said Richard Gillespie, executive director of the Mosby Heritage Area Association, said of Trump s claim. Gillespie added that the only thing  close to  that was the  Battle of Ball s Bluff in 1861 in which several hundred Union solders were killed. It happened 11 miles upriver, nowhere near the  River of Blood. Called on his lie, Trump attempted to salvage his story by explaining: That was a prime site for river crossings. So, if people are crossing the river, and you happen to be in a civil war, I would say that people were shot   a lot of them. Historians say that literally no one has ever died in that crossing, but Trump complains that someone might have died at some point. How would they know that?  Trump said angrily after learning that historians say his stupid plaque is FAKE NEWS.  Were they there?  Trump says  numerous historians  have confirmed the  River of Blood.  He did not know any of their names. Embarrassingly for Trump, even Golf Digest took the time to debunk the blood river.Sadly, this is not the first mass killing invented by the Trump Administration. With the Bowling Green Massacre, the Atlanta massacre, and that thing that happened in Sweden and now the  River of Blood,  it seems that we may not be able to trust this administration, shockingly. Naturally, the Internet finds this news hilarious:.@GolfDigest Making up a battle named ""The River of Blood"" is creeeeeeeepy. #creepyoldpresidentmakingupbattles very creeeeeeeeeeeepy  Mr.Quagmire (@Mr_Quagmire_USA) May 2, 2017#TrumpTeachesHistory by commemorating a fictional battle, ""The River of Blood,"" yeah well, didn't happen  #TuesdayThoughts https://t.co/GjdtaKi6Os  Atoz ? (@Realityshaken) May 2, 2017@henrietta6 @skeller85 @GolfDigest The hyperbole and bombast of our so-called POTUS   what's next, a Bowling Green plaque? https://t.co/vsHhcRW2NI  Bumblebee (@SaveBeesNow) May 2, 2017@PressSec @POTUS A grammarian's red pencil marking this would make it look like the imaginary River of Blood at Trump National.  Vs. (@JFD8) May 2, 2017The ""river of blood"" was the result of the ""bowling green massacre"" where Andrew Jackson fought Frederick Douglass and won the Civil War. https://t.co/jfT4yjaGF6  limon (@limonpoker) May 2, 2017The River of Blood was the most tragic loss of life on US soil until the Bowling Green Massacre. https://t.co/cFv6ccKbQQ  Apophatos (@Apophatos) May 2, 2017@andylassner @BevVincent @GolfDigest Trump is on the horn to the ministry of truth to write the river of blood into history books. Dissenters are obviously socialist terrorists.  Robert Beyer (@CybeRtBipolar) May 2, 2017@WestWingReport @realDonaldTrump The River of Blood flows from the Bowling Green Massacre; duh. Read up on #AlternateHistory. pic.twitter.com/qQmLKpSxHy  K (@Koslo47) May 2, 2017@andylassner @Fahrenthold @GolfDigest Many people aren't asking the question, but Union AND Confederate forces retreated to the River of Blood after the Bowling Green Massacre.  . (@MARKL1N) May 2, 2017Andrew Jackson and Frederick Douglass could not be reached for comment on their potential involvement in the battles that turned the river red.Featured image via screengrab",News,"May 2, 2017"
 CNN Refuses To Air Trump’s First 100 Days Ad For One Very Good Reason – See For Yourself (VIDEO),"Donald Trump s self-congratulatory ad to celebrate his first 100 days in the White House is gross enough to make you want to shudder and vomit. It s full of Trump s  accomplishments  (there aren t many) and portray Trump in a light that is clearly not in line with his true character and behavior.If you ve been fortunate enough not to see this ad yet, you can watch it below if you want to ruin your whole day:One network has already rejected the ad and refused to air it. After CNN reviewed the ad, they decided not to accept it because of the way Trump s team portrayed the media as  fake news. And as usual, Trump s team responded in the most childish way. In a statement on Trump s campaign website, titled: Fake News Station Refuses to Run Ad Highlighting the President s First 100 Days , his team wrote this: It is absolutely shameful to see the media blocking the positive message that President Trump is trying to share with the country. It s clear that CNN is trying to silence our voice and censor our free speech because it doesn t fit their narrative,  said Michael Glassner, Executive Director.CNN takes issue with the ad s message calling out the mainstream media for peddling fake news and not reporting on the fact that President Trump is making America great again.CNN has struck back, explaining their decision to keep the ad off of the network until the  fake news  graphic was taken off. Trump s attack on the media is absolutely disgusting, and it s only helped them. It s been proven that Americans trust the mainstream media far more than the President   and this is exactly why. We hope that more networks will follow in CNN s footsteps, because no one should have to look at Trump s lies.Featured image via Win McNamee / Getty Images",News,"May 2, 2017"
 Andrew Jackson Biographer: Trump Actually Said He Could Have Prevented The Civil War (VIDEO),"Donald Trump s Andrew Jackson-Civil War debacle just continues to get worse and worse.Yesterday, Trump had a massive history fail during a radio interview, where the moronic POTUS stated that Andrew Jackson   who had died 16 years before the Civil War even started   was angry that the war had not been avoided. Trump also said that Jackson could have stopped the Civil War from happening, lavishing praise upon the slave-owning seventh president. And apparently, Trump also thinks that HE could have stopped the Civil War.Trump s disgusting Civil War comments have prompted Andrew Jackson biographer and historian Jon Meacham, the author of  American Lion: Andrew Jackson in the White House, to speak out and address Trump s comments. According to Meacham, it was White House chief strategist Steve Bannon that made Trump fall in love with Jackson. The historian explained on MSNBC today: I spent an hour, hour and a half with him in May of  16 talking with him about presidents he admired and Jackson never came up. Steve Bannon put this in the conversation after the victory saying this was a Jacksonian moment. It was then that Trump connected himself to Jackson in his usual superficial way. Meacham said: It s a projection of the president s fundamental and enveloping narcissism. And then Meacham dropped this bombshell: He told me a year and a half ago or so, a year ago, that, you know, he thought he could have done a deal to have averted the war. Yes, Trump actually said he could have prevented the war with one of his deals. If it s anything like the  deals  and failed legislation we ve seen so far during his presidency, it s safe to say that Trump would have f*cked that up, too.Meacham also said that being in the White House tends to enhance the  fundamental characteristics  of the serving presidents   which is awful news for America right now. Meacham said: It s very hard, once you re there, to change. Some people do, and that s why we talk about them as great presidents. But most people, once they re in the Oval Office, actually just become more like themselves   and I think in this case that s on a particularly tragic trajectory. We couldn t agree more. You can watch Meacham take on Trump s Civil War comments below:This is must-watch: @jmeacham, who won a Pulitzer Prize for his Andrew Jackson biography, on Trump s  disturbing  Jackson/Civil War comments pic.twitter.com/RsD5uOkuvx  Bradd Jaffy (@BraddJaffy) May 2, 2017Featured image via Scott Olson / Getty Images",News,"May 2, 2017"
 WATCH: Colbert HUMILIATES Trump With Scathing Takedown To Avenge Attack On John Dickerson,"When you insult CBS, Stephen Colbert goes on the offensive. And Donald Trump is going to have a mental meltdown when he sees this.On Sunday, CBS host John Dickerson interviewed Donald Trump on Face The Nation.After being asked about his pathetic first 100 days, Trump whined about the  fake  media and then insulted Dickerson by saying that he refers to his show as  Deface The Nation. It s always a challenge like life itself is a challenge,  Trump said.  It s very funny when the fake media goes out   which we call the mainstream media, which sometimes, I must say is you. You mean, me personally?  Dickerson asked. Your show, I love your show,  Trump replied.  I call it  Deface the Nation , but your show is sometimes not exactly correct. Trump s insult went viral and was heavily criticized for being the kind of behavior that is beneath the presidency.But Trump created a bigger problem for himself than he thought because Dickerson s friend Stephen Colbert also works for CBS, and while Dickerson had to exercise professionalism and restraint, Colbert informed Trump that as a comedian he isn t held to same standard. Donald Trump, John Dickerson is a fair-minded journalist and one of the most competent people who will ever walk into your office,  Colbert said.  John Dickerson has way too much dignity to trade insults with the president of the United States to his face. But I, sir, am no John Dickerson. With the gauntlet thrown down, Colbert proceeded to tear Trump apart with a scathing round of insults that will turn Trump into a stuttering mess if he ever sees it. Mr. Trump, your presidency? I love your presidency, I call it  Disgrace the Nation.  Colbert said.  You re not the POTUS, you re the BLOTUS. You re the glutton with a button. You re a regular  Gorge  Washington. You re the presi-dunce. But you re turning into a real prictator. You talk like a sign language gorilla who got hit in the head. You have more people marching against you than cancer. And then Colbert delivered the knockout blow. Sir, the only thing your mouth is good for is being Vladimir Putin s d*ck holster. Absolutely. Sick. Burn.Here s the video via YouTube.Featured Image: Shawn Thew   Pool/Getty Images",News,"May 2, 2017"
 ‘Grow The F*ck Up!’: Trump Gets Taken To The Woodshed After Calling For A Government Shutdown,"Just yesterday, amateur president Donald Trump made an ass out of himself by failing at history, and today, he s calling for a future government shutdown. Only Trump could f*ck up the past and the future, all in 24-hours. Trump wants to shut down the very government he s leading, which is a thing a real president would try to avoid. Former President Barack Obama made concessions in order to avoid a government shutdown, but the man-baby POTUS is whining on Twitter over the deal which was reached on a $1 trillion-plus bill to fund the government for the final five months of this fiscal year.Even though Republicans control Congress, the Senate and they have installed a Republican  president,  Trump did not get funding for his ineffective border wall, taxpayer dollars will not be spent on a deportation force, the bill includes $295 million for Puerto Rico s Medicaid program and Congress  budget will not defund Planned Parenthood. And that s just the short list.Obviously, this has upset the former reality show star, who previously deemed himself to be a great negotiator.On Twitter, he wrote,  The reason for the plan negotiated between the Republicans and Democrats is that we need 60 votes in the Senate which are not there! We . The reason for the plan negotiated between the Republicans and Democrats is that we need 60 votes in the Senate which are not there! We .  Donald J. Trump (@realDonaldTrump) May 2, 2017A few minutes later, Trump added,  either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good  shutdown  in September to fix mess! either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good ""shutdown"" in September to fix mess!  Donald J. Trump (@realDonaldTrump) May 2, 2017So, if he doesn t get his way he wants to change the rules. There s a reason the prospect of a government shutdown is hugely unpopular, so one Twitter user schooled him.@realDonaldTrump You're reckless. Shutting down the government isn't like closing a casino. The last government shutdown cost the economy ~$24B/0.6% GDP.  Joseph Amodeo (@josephamodeo) May 2, 2017@realDonaldTrump  2013 shutdown also resulted in $450K/day in lost revenue from @NatlParkService (Source: NPS and WaPo).  Joseph Amodeo (@josephamodeo) May 2, 2017@realDonaldTrump @NatlParkService  and according to @USTravel, the 2013 shutdown cost $152M/day ($2.4B) in ""lost travel spending"" (Source: U.S. Travel Assoc and WaPo).  Joseph Amodeo (@josephamodeo) May 2, 2017@realDonaldTrump @NatlParkService @USTravel  @realDonaldTrump, if the government does in fact shutdown, it means you didn't do your job. The American ppl cannot afford a shutdown  Joseph Amodeo (@josephamodeo) May 2, 2017@realDonaldTrump @NatlParkService @USTravel  and while we're at it: We cannot afford an increase in gas tax. These consumption taxes disproportionately affect low/middle income ppl.  Joseph Amodeo (@josephamodeo) May 2, 2017It s true that Trump is literally calling for an increase in gas tax. We remember when conservatives blamed Obama for gas price increases when that was not in his control, but now a Republican  president  wants to deliberately raise the price of gas through a tax increase.Twitter users were not amused by Trump s reckless tweet.@realDonaldTrump Wait. You put ""shutdown"" is quotes so according to Sean Spicer, you don't really mean it.  david nuzzy nussbaum (@theNuzzy) May 2, 2017@realDonaldTrump Maybe attempt to be a president for ALL the people and reach across the aisle for a bipartisan agreement like EVERY PRESIDENT BEFORE YOU.  david nuzzy nussbaum (@theNuzzy) May 2, 2017@realDonaldTrump Last week you were blaming democrats for shutting down the government  Jail Donald Trump (@DTrumpExposed) May 2, 2017@realDonaldTrump You sound like a toddler throwing his trucks (we know you like them) out of his playpen because other kids are being mean. Grown the fuck up  Mike P Williams (@Mike_P_Williams) May 2, 2017@realDonaldTrump Well, now you're at least being consistent with your earlier, positive views on government shutdowns https://t.co/07wlKUr1cS  Simon Hedlin (@simonhedlin) May 2, 2017Trump is more unpopular than any other president during their first 100 days in office. I wonder what he s trying to distract us from this time (cough, cough, Russia).Photo by Chip Somodevilla/Getty Images",News,"May 2, 2017"
 Trump Just Claimed Andrew Jackson Had Psychic Powers And The Internet Was Not Kind To Him (TWEETS),"In an interview with Washington Examiner reporter Salena Zito, Donald Trump managed to utter one of the dumbest series of sentences in human history:I mean, had Andrew Jackson been a little later, you wouldn t have had the Civil War. He was a very tough person, but he had a big heart, and he was really angry that he saw what was happening with regard to the Civil War. He said,  There s no reason for this.  People don t realize, you know, the Civil War, you think about it, why?People don t ask that question. But why was there the Civil War? Why could that one not have been worked out?Now, if Trump was an intelligent human being, he might admit he is completely uneducated regarding Andrew Jackson, the Civil War, and pretty much everything else. He would apologize. He would say he was wrong. But Trump? Well, he s a f*cking moron.In what appears to be an effort to convince people he was somehow right when he claimed that Andrew Jackson used the psychic powers bestowed upon him by Satan himself in exchange for that whole Trail of Tears thing Steve Bannon keeps saying we should do again (at least, we can reasonably assume Bannon says that) to foresee  a conflict that occurred 16 years after his death   and he was f*cking pissed about it.President Andrew Jackson, who died 16 years before the Civil War started, saw it coming and was angry. Would never have let it happen!  Donald J. Trump (@realDonaldTrump) May 2, 2017Andrew Jackson would have, had he actually possessed the magical ability to foresee the future, almost certainly used his powers for evil. Slaves represented the majority of Jackson s income. He owned 150 of them when he died. If Jackson had actually known what was coming, he would have done all he could to ensure a Southern victory   you know, had he not died 16 years before the Civil War began. Trump is correct that our seventh President would have been very  angry  about what he would certainly call the War of Northern Aggression, however had he had a heartbeat.Trump s attempt to smooth things over by claiming that Jackson was a psychic didn t quite go over in the world of Twitterville, with Americans stopping by to collectively ask  What the f*ck is wrong with you? @realDonaldTrump You wish that Andrew Jackson an owner of HUNDREDS of slaves should've just made a deal w the South to allow slavery?! pic.twitter.com/We1qOHLlm8  William LeGate (@williamlegate) May 2, 2017@realDonaldTrump Was he angry because he had 150+ slaves? Just wondering because pragmatically, that s a slave owners view. https://t.co/pUb8z0EwhH  Kevin (@TheKevinDent) May 2, 2017@TheKevinDent @realDonaldTrump Do you have any idea how ridiculous you sound?  Margaret Owens (@Margaret_Chloe_) May 2, 2017@realDonaldTrump He owned slaves, caused the Trail of Tears, and didn t care about human rights. You need to read a history book.  Tony Posnanski (@tonyposnanski) May 2, 2017@realDonaldTrump What did Andrew Jackson see coming?? He had 150 slaves  Robert Maguire (@RobertMaguire_) May 2, 2017@realDonaldTrump You stupid motherfucker.  BenDavid Grabinski (@bdgrabinski) May 2, 2017@realDonaldTrump Andrew Jackson committed genocide. He was a butcher & was a slave owner who believed in the institution.  Al Letson (@Al_Letson) May 2, 2017@realDonaldTrump How was your emergency Civil War history briefing? Did they do it in crayon so would (kind of) understand some of it?  Tommy Campbell (@MrTommyCampbell) May 2, 2017@realDonaldTrump Yes, from his deathbed, the slaveowner had a vision of a war over slavery and was super pissed about it. A++ analysis, as usual!  Jason Bailey (@jasondashbailey) May 2, 2017@realDonaldTrump We have a new contender for the most insane thing you ve ever said, and there s a lot of competition.  Nick Jack Pappas (@Pappiness) May 2, 2017@realDonaldTrump Ha! A slave breeding, slave trading, genocidal, ethnic cleansing, venal, vindictive heart of ashes? No civil war? Jackson? Emancipation? Ha!  James Morrison (@JamesPMorrison) May 2, 2017Look, folks, we hate to break it to you but our President* is an idiot. We should probably demand that Republicans think about their country for a goddamn second and get him out of office while we still have a country to MAGA at all.Featured image via Getty Images (Alex Wong)/screengrab",News,"May 2, 2017"
 Dan Rather Breaks The Internet With SEARING Rebuke Of Trump’s ‘Andrew Jackson’ Comment,"With Trump in the White House, former CBS Evening News anchor Dan Rather has an awful lot to say, probably because he s been around the political block a couple thousand times, and Trump is a dangerous buffoon, the likes of which we ve never seen. He doesn t comment on everything, and he apparently didn t want to comment on Trump s idea that Andrew Jackson was angry about the Civil War. But he sees something in that absurdity that he felt he needed to point out.According to his Facebook post on the topic, the  sheer craziness of this obsession by Donald Trump with Andrew Jackson and the Civil War is a carnival act unlike anything I have ever seen at the White House. These are the rantings of someone who really should be focused on the job of governing. Should we not conclude that he approaches policy decisions with the same half-baked conspiracies with which he apparently approaches history? Trump, at the very least, has been approaching his presidency with the grand level of ignorance with which he approaches history. He recently told Reuters that he didn t think being the president would be so hard. He also said that nobody knew healthcare could be so complicated.Sure, Trump. The only people who did know are, well, pretty much everyone with the most basic understanding of our current political situation.That isn t all Rather blasted Trump about. He also dropped this truth bomb, with hell of a burn at the end, on Trump: To be President of the United States is to part of the great American story. To not understand that story is to not understand the presidency. Maybe Frederick Douglass can give Mr. Trump some advice. Apparently, he s  an example of somebody who s done an amazing job and is getting recognized more and more. This post was shared nearly 18,000 times in five hours, and garnered 70,000 reactions in that same time. Read it below:Featured image by Kirk Irwin via Getty Images for SiriusXM",News,"May 2, 2017"
 Sean Spicer: Trump Did Not Say That Thing Everyone Heard Him Say (VIDEO),"White House press secretary Sean Spicer literally denied the meaning of alleged president Donald Trump s words during a briefing on Monday. The former reality show star gave a bizarre interview earlier on Monday on CBS  Face the Nation from the Oval Office in which Trump once again, said that former president Barack Obama illegally tapped his phone lines.  I don t stand by anything,  Trump told John Dickerson.  I just, you can take it the way you want. I think our side s been proven very strongly. And everybody s talking about it. The interview ended abruptly with Trump walking away after being pressed by the reporter to back up his claim. So, Spicer was asked about that crazy-time interview then twisted himself into a pretzel in an attempt to defend his boss. The president said,  I don t stand by anything.  How is the American public supposed to digest that, supposed to trust what the president says when he himself says, of his own comments, I don t by anything,  a pool reporter asked Spicer. I think the point is, he clearly stands by that,  Spicer said.  That s something that s made very clear if you look at the entire back and forth exchange. Even though the exchange is documented on video after being televised, Spicer insisted that what we heard is not what we all heard. It was about wiretapping,  the reporter pressed on when asked to be specific. Spicer said it  was a long back and forth  and added that he  clearly stands by that. So, Trump stands by his  I don t stand by anything  remark as well as his conspiracy-theory based wiretap claim. Watch: You don t have to ask me,  Trump responded to one of Dickerson s attempts to clarify his baseless claim.  Because I have my own opinions. You can have your own opinions. The House and Senate Intelligence committees previously announced that there is no evidence to back up Trump s claim. As for Spicer repeatedly asking for clarification, let s help him out. Trump made baseless and unprecedented attacks on his predecessor and his White House press secretary is defending him. Also, according to Trump and his White House press secretary, the alleged president doesn t  stand by anything.  Still yet, Spicer feigned to know nothing about the interview, repeatedly asking for clarification.Why is it when Trump says something, we need it to be translated? Then Spicer muddles it even more. Remember when we had a President who understood the meaning of words?Image via screen capture. ",News,"May 1, 2017"
